-,60,_
22447,Sazanka,4*,shadow,axe,4694,Summer_Paladyns,Primal_Crisis,Gala_Cat_Sith,Agito2,Ieyasu,Wand,Bow,Weapon,Curran,<80 sleep res & always connect hits & hit15>,,attack:2651,skill_1:7440,s1_bleed:5031,skill_4:2646,team_buff:349,dx:1180,ds:3146
18430,_c_Sazanka,4*,shadow,axe,4694,Summer_Paladyns,Primal_Crisis,Gala_Cat_Sith,Agito2,Ieyasu,Wand,Bow,Weapon,Curran,!<80 sleep res & always connect hits & hit15>,,attack:2151,skill_1:5817,s1_bleed:4660,skill_4:2068,team_buff:349,dx:923,ds:2459
-,60,affliction
26082,Sazanka,4*,shadow,axe,5411,Summer_Paladyns,The_Fires_of_Hate,Gala_Cat_Sith,Agito2,Ieyasu,Wand,Bow,Weapon,Curran,<80 sleep res & always connect hits & hp100>,,attack:2975,skill_1:8047,s1_bleed:5451,skill_4:4578,team_buff:349,dx:1276,ds:3402
22665,_c_Sazanka,4*,shadow,axe,4705,Summer_Paladyns,The_Fires_of_Hate,Gala_Cat_Sith,Agito2,Ieyasu,Wand,Bow,Weapon,Curran,!<80 sleep res & always connect hits & hp100>,,attack:2587,skill_1:6997,s1_bleed:4680,skill_4:3981,team_buff:349,dx:1110,ds:2958
-,120,_
24846,Sazanka,4*,shadow,axe,4694,Summer_Paladyns,Primal_Crisis,Gala_Cat_Sith,Agito2,Ieyasu,Wand,Bow,Weapon,Curran,<80 sleep res & always connect hits & hit15>,,attack:2951,skill_1:8735,s1_bleed:7263,skill_4:3300,team_buff:436,dx:588,ds:1569
19294,_c_Sazanka,4*,shadow,axe,4694,Summer_Paladyns,Primal_Crisis,Gala_Cat_Sith,Agito2,Ieyasu,Wand,Bow,Weapon,Curran,!<80 sleep res & always connect hits & hit15>,,attack:2346,skill_1:6829,s1_bleed:5414,skill_4:2579,team_buff:436,dx:460,ds:1226
-,120,affliction
28948,Sazanka,4*,shadow,axe,5411,Summer_Paladyns,The_Fires_of_Hate,Gala_Cat_Sith,Agito2,Ieyasu,Wand,Bow,Weapon,Curran,<80 sleep res & always connect hits & hp100>,,attack:3245,skill_1:9447,s1_bleed:7774,skill_4:5710,team_buff:436,dx:636,ds:1697
25585,_c_Sazanka,4*,shadow,axe,4705,Summer_Paladyns,The_Fires_of_Hate,Gala_Cat_Sith,Agito2,Ieyasu,Wand,Bow,Weapon,Curran,!<80 sleep res & always connect hits & hp100>,,attack:2822,skill_1:8214,s1_bleed:7116,skill_4:4965,team_buff:436,dx:553,ds:1475
-,180,_
25052,Sazanka,4*,shadow,axe,4694,Summer_Paladyns,Primal_Crisis,Gala_Cat_Sith,Agito2,Ieyasu,Wand,Bow,Weapon,Curran,<80 sleep res & always connect hits & hit15>,,attack:3048,skill_1:9194,s1_bleed:7358,skill_4:3536,team_buff:467,dx:394,ds:1051
19739,_c_Sazanka,4*,shadow,axe,4694,Summer_Paladyns,Primal_Crisis,Gala_Cat_Sith,Agito2,Ieyasu,Wand,Bow,Weapon,Curran,!<80 sleep res & always connect hits & hit15>,,attack:2409,skill_1:7188,s1_bleed:6041,skill_4:2765,team_buff:467,dx:308,ds:557
-,180,affliction
29364,Sazanka,4*,shadow,axe,5411,Summer_Paladyns,The_Fires_of_Hate,Gala_Cat_Sith,Agito2,Ieyasu,Wand,Bow,Weapon,Curran,<80 sleep res & always connect hits & hp100>,,attack:3333,skill_1:9943,s1_bleed:7936,skill_4:6119,team_buff:467,dx:426,ds:1136
24978,_c_Sazanka,4*,shadow,axe,4705,Summer_Paladyns,The_Fires_of_Hate,Gala_Cat_Sith,Agito2,Ieyasu,Wand,Bow,Weapon,Curran,!<80 sleep res & always connect hits & hp100>,,attack:2898,skill_1:8646,s1_bleed:6601,skill_4:5321,team_buff:467,dx:370,ds:670
