-,60,_
16265,Hunter_Sarisse,5*,water,bow,5736,The_Lurker_in_the_Woods,Primal_Crisis,Nimis,Agito1,Dagger,Xander,Grace,Weapon,,<hit10 & hit15 & always connect hits>,4hit FS on A&O sized enemy (see special for 20hit); needs combo time to keep combo,attack:0,force_strike:13555,skill_1:2709
11917,_c_Hunter_Sarisse,5*,water,bow,5736,The_Lurker_in_the_Woods,Primal_Crisis,Nimis,Agito1,Dagger,Xander,Grace,Weapon,,!<hit10 & hit15 & always connect hits>,4hit FS on A&O sized enemy (see special for 20hit); needs combo time to keep combo,attack:0,force_strike:9994,skill_1:1922
-,60,affliction
16265,Hunter_Sarisse,5*,water,bow,5736,The_Lurker_in_the_Woods,Primal_Crisis,Nimis,Agito1,Dagger,Xander,Grace,Weapon,,<hit10 & hit15 & always connect hits>,4hit FS on A&O sized enemy (see special for 20hit); needs combo time to keep combo,attack:0,force_strike:13555,skill_1:2709
11917,_c_Hunter_Sarisse,5*,water,bow,5736,The_Lurker_in_the_Woods,Primal_Crisis,Nimis,Agito1,Dagger,Xander,Grace,Weapon,,!<hit10 & hit15 & always connect hits>,4hit FS on A&O sized enemy (see special for 20hit); needs combo time to keep combo,attack:0,force_strike:9994,skill_1:1922
-,120,_
17120,Hunter_Sarisse,5*,water,bow,5736,The_Lurker_in_the_Woods,Primal_Crisis,Nimis,Agito1,Dagger,Xander,Grace,Weapon,,<hit10 & hit15 & always connect hits>,4hit FS on A&O sized enemy (see special for 20hit); needs combo time to keep combo,attack:0,force_strike:14043,skill_1:3076
12256,_c_Hunter_Sarisse,5*,water,bow,5736,The_Lurker_in_the_Woods,Primal_Crisis,Nimis,Agito1,Dagger,Xander,Grace,Weapon,,!<hit10 & hit15 & always connect hits>,4hit FS on A&O sized enemy (see special for 20hit); needs combo time to keep combo,attack:0,force_strike:10153,skill_1:2101
-,120,affliction
17120,Hunter_Sarisse,5*,water,bow,5736,The_Lurker_in_the_Woods,Primal_Crisis,Nimis,Agito1,Dagger,Xander,Grace,Weapon,,<hit10 & hit15 & always connect hits>,4hit FS on A&O sized enemy (see special for 20hit); needs combo time to keep combo,attack:0,force_strike:14043,skill_1:3076
12256,_c_Hunter_Sarisse,5*,water,bow,5736,The_Lurker_in_the_Woods,Primal_Crisis,Nimis,Agito1,Dagger,Xander,Grace,Weapon,,!<hit10 & hit15 & always connect hits>,4hit FS on A&O sized enemy (see special for 20hit); needs combo time to keep combo,attack:0,force_strike:10153,skill_1:2101
-,180,_
17678,Hunter_Sarisse,5*,water,bow,5736,The_Lurker_in_the_Woods,Primal_Crisis,Nimis,Agito1,Dagger,Xander,Grace,Weapon,,<hit10 & hit15 & always connect hits>,4hit FS on A&O sized enemy (see special for 20hit); needs combo time to keep combo,attack:0,force_strike:14495,skill_1:3181
12561,_c_Hunter_Sarisse,5*,water,bow,5736,The_Lurker_in_the_Woods,Primal_Crisis,Nimis,Agito1,Dagger,Xander,Grace,Weapon,,!<hit10 & hit15 & always connect hits>,4hit FS on A&O sized enemy (see special for 20hit); needs combo time to keep combo,attack:0,force_strike:10411,skill_1:2149
-,180,affliction
17678,Hunter_Sarisse,5*,water,bow,5736,The_Lurker_in_the_Woods,Primal_Crisis,Nimis,Agito1,Dagger,Xander,Grace,Weapon,,<hit10 & hit15 & always connect hits>,4hit FS on A&O sized enemy (see special for 20hit); needs combo time to keep combo,attack:0,force_strike:14495,skill_1:3181
12561,_c_Hunter_Sarisse,5*,water,bow,5736,The_Lurker_in_the_Woods,Primal_Crisis,Nimis,Agito1,Dagger,Xander,Grace,Weapon,,!<hit10 & hit15 & always connect hits>,4hit FS on A&O sized enemy (see special for 20hit); needs combo time to keep combo,attack:0,force_strike:10411,skill_1:2149
