-,sp,_
24075,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:4702,skill_1:12217,skill_2:6031,simulated_poison:0,team_buff:1124
21036,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:3992,skill_1:10557,skill_2:5361,simulated_poison:0,team_buff:1124
-,sp,k
26370,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:5690,skill_1:13438,skill_2:6634,simulated_poison:0,team_buff:1124
23027,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:4831,skill_1:11613,skill_2:5897,simulated_poison:0,team_buff:1124
-,sp,r
26812,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:4702,skill_1:14049,skill_2:6935,simulated_poison:0,team_buff:1124
23424,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:3992,skill_1:12141,skill_2:6165,simulated_poison:0,team_buff:1124
-,sp,kr
29381,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:5690,skill_1:15454,skill_2:7629,simulated_poison:0,team_buff:1124
25654,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:4831,skill_1:13355,skill_2:6781,simulated_poison:0,team_buff:1124
-,sp,d
25502,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:4994,skill_1:12976,skill_2:6406,simulated_poison:0,team_buff:1124
22274,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:4240,skill_1:11214,skill_2:5694,simulated_poison:0,team_buff:1124
-,sp,kd
27940,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:6043,skill_1:14274,skill_2:7046,simulated_poison:0,team_buff:1124
24389,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:5131,skill_1:12335,skill_2:6263,simulated_poison:0,team_buff:1124
-,sp,rd
28409,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:4994,skill_1:14923,skill_2:7367,simulated_poison:0,team_buff:1124
24810,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:4240,skill_1:12896,skill_2:6548,simulated_poison:0,team_buff:1124
-,sp,krd
31138,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:6043,skill_1:16415,skill_2:8103,simulated_poison:0,team_buff:1124
27179,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:5131,skill_1:14186,skill_2:7203,simulated_poison:0,team_buff:1124
-,sp,b
26366,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:4647,skill_1:13453,skill_2:7002,simulated_poison:0,team_buff:1263
22764,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:3941,skill_1:11657,skill_2:5902,simulated_poison:0,team_buff:1263
-,sp,kb
28876,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:5622,skill_1:14799,skill_2:7702,simulated_poison:0,team_buff:1263
24914,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:4769,skill_1:12822,skill_2:6492,simulated_poison:0,team_buff:1263
-,sp,rb
29434,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:4647,skill_1:15471,skill_2:8052,simulated_poison:0,team_buff:1263
25398,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:3941,skill_1:13405,skill_2:6787,simulated_poison:0,team_buff:1263
-,sp,krb
32251,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:5622,skill_1:17019,skill_2:8857,simulated_poison:0,team_buff:1263
27812,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:4769,skill_1:14746,skill_2:7466,simulated_poison:0,team_buff:1263
-,sp,db
27927,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:4935,skill_1:14290,skill_2:7437,simulated_poison:0,team_buff:1263
24101,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:4186,skill_1:12381,skill_2:6269,simulated_poison:0,team_buff:1263
-,sp,kdb
30593,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:5972,skill_1:15719,skill_2:8181,simulated_poison:0,team_buff:1263
26385,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:5066,skill_1:13619,skill_2:6895,simulated_poison:0,team_buff:1263
-,sp,rdb
31186,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:4935,skill_1:16433,skill_2:8552,simulated_poison:0,team_buff:1263
26898,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:4186,skill_1:14238,skill_2:7209,simulated_poison:0,team_buff:1263
-,sp,krdb
34178,Curran,5*,shadow,axe,8903,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<last offense & hp100>,100% poison uptime,attack:5972,skill_1:18077,skill_2:9408,simulated_poison:0,team_buff:1263
29462,_c_Curran,5*,shadow,axe,4946,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<last offense & hp100>,100% poison uptime,attack:5066,skill_1:15662,skill_2:7930,simulated_poison:0,team_buff:1263
