-,sp,_
10640,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:1662,force_strike:252,skill_1:3469,skill_2:1501,s2_boost:598,dx:1975,ds:1180
10083,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:1575,force_strike:239,skill_1:3287,skill_2:1422,s2_boost:567,dx:1872,ds:1118
-,sp,k
11704,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:2011,force_strike:277,skill_1:3815,skill_2:1651,s2_boost:658,dx:2173,ds:1298
11091,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:1905,force_strike:263,skill_1:3616,skill_2:1565,s2_boost:624,dx:2059,ds:1230
-,sp,r
11652,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:1662,force_strike:252,skill_1:3989,skill_2:1726,s2_boost:688,dx:1975,ds:1357
11042,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:1575,force_strike:239,skill_1:3780,skill_2:1636,s2_boost:652,dx:1872,ds:1286
-,sp,kr
12817,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:2011,force_strike:277,skill_1:4388,skill_2:1899,s2_boost:757,dx:2173,ds:1492
12147,_c_Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],!<hp70>,,attack:1905,force_strike:263,skill_1:4158,skill_2:1799,s2_boost:717,dx:2059,ds:1414
-,sp,d
11336,Gala_Mym,5*,flame,lance,4764,[Resounding_Rendition+An_Ancient_Oath][Konohana_Sakuya][Agito],<hp70>,,attack:1770,force_strike:269,skill_1:3695,skill_2:1599,s2_boost:638,dx:2104,ds:1257
