-,sp,_
16301,Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],<hit15 & hp=1>,,attack:2660,force_strike:351,skill_1:13036,team_buff:252
7361,_c_Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],!<hit15 & hp=1>,,attack:2142,force_strike:281,skill_1:4684,team_buff:252
-,sp,k
17906,Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],<hit15 & hp=1>,,attack:3219,force_strike:386,skill_1:14340,team_buff:252
8072,_c_Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],!<hit15 & hp=1>,,attack:2592,force_strike:310,skill_1:5152,team_buff:252
-,sp,r
16301,Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],<hit15 & hp=1>,,attack:2660,force_strike:351,skill_1:13036,team_buff:252
7361,_c_Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],!<hit15 & hp=1>,,attack:2142,force_strike:281,skill_1:4684,team_buff:252
-,sp,kr
17906,Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],<hit15 & hp=1>,,attack:3219,force_strike:386,skill_1:14340,team_buff:252
8072,_c_Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],!<hit15 & hp=1>,,attack:2592,force_strike:310,skill_1:5152,team_buff:252
-,sp,d
17340,Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],<hit15 & hp=1>,,attack:2832,force_strike:374,skill_1:13880,team_buff:252
7852,_c_Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],!<hit15 & hp=1>,,attack:2290,force_strike:301,skill_1:5007,team_buff:252
-,sp,kd
19049,Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],<hit15 & hp=1>,,attack:3427,force_strike:411,skill_1:15268,team_buff:252
8612,_c_Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],!<hit15 & hp=1>,,attack:2771,force_strike:331,skill_1:5508,team_buff:252
-,sp,rd
17340,Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],<hit15 & hp=1>,,attack:2832,force_strike:374,skill_1:13880,team_buff:252
7852,_c_Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],!<hit15 & hp=1>,,attack:2290,force_strike:301,skill_1:5007,team_buff:252
-,sp,krd
19049,Veronica,5*,shadow,wand,15905,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],<hit15 & hp=1>,,attack:3427,force_strike:411,skill_1:15268,team_buff:252
