-,60,_
13503,Yukata_Cassandra,5*,flame,staff,10241,Proper_Maintenance,Jewels_of_the_Sun,Gala_Mars,Agito2,Marth,Blade,Tobias,Weapon,Karl,<hp100 & hit10 & hp50 & hp70>,s1 team buff not considered,attack:3734,team_buff:1395,echo:835,dx:5512,ds:2026
9924,_c_Yukata_Cassandra,5*,flame,staff,7569,Proper_Maintenance,Jewels_of_the_Sun,Gala_Mars,Agito2,Marth,Blade,Tobias,Weapon,Karl,!<hp100 & hit10 & hp50 & hp70>,s1 team buff not considered,attack:2593,team_buff:1395,echo:583,dx:3917,ds:1434
-,60,affliction
13503,Yukata_Cassandra,5*,flame,staff,10241,Proper_Maintenance,Jewels_of_the_Sun,Gala_Mars,Agito2,Marth,Blade,Tobias,Weapon,Karl,<hp100 & hit10 & hp50 & hp70>,s1 team buff not considered,attack:3734,team_buff:1395,echo:835,dx:5512,ds:2026
9924,_c_Yukata_Cassandra,5*,flame,staff,7569,Proper_Maintenance,Jewels_of_the_Sun,Gala_Mars,Agito2,Marth,Blade,Tobias,Weapon,Karl,!<hp100 & hit10 & hp50 & hp70>,s1 team buff not considered,attack:2593,team_buff:1395,echo:583,dx:3917,ds:1434
-,120,_
12920,Yukata_Cassandra,5*,flame,staff,10241,Proper_Maintenance,Jewels_of_the_Sun,Gala_Mars,Agito2,Marth,Blade,Tobias,Weapon,Karl,<hp100 & hit10 & hp50 & hp70>,s1 team buff not considered,attack:4725,team_buff:2760,echo:830,dx:3129,ds:1472
9922,_c_Yukata_Cassandra,5*,flame,staff,7569,Proper_Maintenance,Jewels_of_the_Sun,Gala_Mars,Agito2,Marth,Blade,Tobias,Weapon,Karl,!<hp100 & hit10 & hp50 & hp70>,s1 team buff not considered,attack:3309,team_buff:2760,echo:582,dx:2228,ds:1040
-,120,affliction
12920,Yukata_Cassandra,5*,flame,staff,10241,Proper_Maintenance,Jewels_of_the_Sun,Gala_Mars,Agito2,Marth,Blade,Tobias,Weapon,Karl,<hp100 & hit10 & hp50 & hp70>,s1 team buff not considered,attack:4725,team_buff:2760,echo:830,dx:3129,ds:1472
9922,_c_Yukata_Cassandra,5*,flame,staff,7569,Proper_Maintenance,Jewels_of_the_Sun,Gala_Mars,Agito2,Marth,Blade,Tobias,Weapon,Karl,!<hp100 & hit10 & hp50 & hp70>,s1 team buff not considered,attack:3309,team_buff:2760,echo:582,dx:2228,ds:1040
-,180,_
13562,Yukata_Cassandra,5*,flame,staff,10241,Proper_Maintenance,Jewels_of_the_Sun,Gala_Mars,Agito2,Marth,Blade,Tobias,Weapon,Karl,<hp100 & hit10 & hp50 & hp70>,s1 team buff not considered,attack:4742,team_buff:2794,echo:918,dx:3753,ds:1352
10402,_c_Yukata_Cassandra,5*,flame,staff,7569,Proper_Maintenance,Jewels_of_the_Sun,Gala_Mars,Agito2,Marth,Blade,Tobias,Weapon,Karl,!<hp100 & hit10 & hp50 & hp70>,s1 team buff not considered,attack:3331,team_buff:2794,echo:646,dx:2671,ds:957
-,180,affliction
13562,Yukata_Cassandra,5*,flame,staff,10241,Proper_Maintenance,Jewels_of_the_Sun,Gala_Mars,Agito2,Marth,Blade,Tobias,Weapon,Karl,<hp100 & hit10 & hp50 & hp70>,s1 team buff not considered,attack:4742,team_buff:2794,echo:918,dx:3753,ds:1352
10402,_c_Yukata_Cassandra,5*,flame,staff,7569,Proper_Maintenance,Jewels_of_the_Sun,Gala_Mars,Agito2,Marth,Blade,Tobias,Weapon,Karl,!<hp100 & hit10 & hp50 & hp70>,s1 team buff not considered,attack:3331,team_buff:2794,echo:646,dx:2671,ds:957
