-,sp,_
22164,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:4024,skill_1:15143,s1_poison:2995
5995,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2281,skill_1:3713,s1_poison:0
-,sp,k
24380,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:4869,skill_1:16658,s1_poison:3295
6594,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2760,skill_1:4084,s1_poison:0
-,sp,r
24884,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:4024,skill_1:17415,s1_poison:3444
6552,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2281,skill_1:4270,s1_poison:0
-,sp,kr
27373,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:4869,skill_1:19156,s1_poison:3789
7207,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2760,skill_1:4697,s1_poison:0
-,sp,d
23595,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:4284,skill_1:16121,s1_poison:3188
6408,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2438,skill_1:3969,s1_poison:0
-,sp,kd
25954,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:5183,skill_1:17733,s1_poison:3507
7049,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2950,skill_1:4366,s1_poison:0
-,sp,rd
26492,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:4284,skill_1:18540,s1_poison:3667
7004,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2438,skill_1:4565,s1_poison:0
-,sp,krd
29141,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:5183,skill_1:20394,s1_poison:4034
7704,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2950,skill_1:5021,s1_poison:0
-,sp,b
22164,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:4024,skill_1:15143,s1_poison:2995
5995,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2281,skill_1:3713,s1_poison:0
-,sp,kb
24380,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:4869,skill_1:16658,s1_poison:3295
6594,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2760,skill_1:4084,s1_poison:0
-,sp,rb
24884,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:4024,skill_1:17415,s1_poison:3444
6552,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2281,skill_1:4270,s1_poison:0
-,sp,krb
27373,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:4869,skill_1:19156,s1_poison:3789
7207,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2760,skill_1:4697,s1_poison:0
-,sp,db
23595,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:4284,skill_1:16121,s1_poison:3188
6408,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2438,skill_1:3969,s1_poison:0
-,sp,kdb
25954,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:5183,skill_1:17733,s1_poison:3507
7049,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2950,skill_1:4366,s1_poison:0
-,sp,rdb
26492,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:4284,skill_1:18540,s1_poison:3667
7004,_c_Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],!<hit15 & 0 poison res & hp=1>,no s2,attack:2438,skill_1:4565,s1_poison:0
-,sp,krdb
29141,Valentines_Addis,5*,shadow,bow,5206,[The_Plaguebringer+Primal_Crisis][Shinobi][Agito],<hit15 & 0 poison res & hp=1>,no s2; 83% poison uptime,attack:5183,skill_1:20394,s1_poison:4034
