-,60,_
31720,Tobias,5*,wind,blade,4496,A_Dogs_Day,Castle_Cheer_Corps,Freyja,Agito1,Bow,Blade,Dagger2,Summer_Luca,Summer_Cleo,<buff all team>,c5fs, no s2, s!cleo ss after s1,attack:5232,force_strike:291,team_buff:26195
5426,_c_Tobias,5*,wind,blade,4496,A_Dogs_Day,Castle_Cheer_Corps,Freyja,Agito1,Bow,Blade,Dagger2,Summer_Luca,Summer_Cleo,!<buff all team>,c5fs, no s2, s!cleo ss after s1,attack:5183,force_strike:243
-,60,affliction
33377,Tobias,5*,wind,blade,4496,A_Dogs_Day,Castle_Cheer_Corps,Freyja,Agito1,Bow,Blade,Dagger2,Summer_Luca,Summer_Cleo,<buff all team>,c5fs, no s2, s!cleo ss after s1,attack:6801,force_strike:378,team_buff:26195
7054,_c_Tobias,5*,wind,blade,4496,A_Dogs_Day,Castle_Cheer_Corps,Freyja,Agito1,Bow,Blade,Dagger2,Summer_Luca,Summer_Cleo,!<buff all team>,c5fs, no s2, s!cleo ss after s1,attack:6738,force_strike:316
-,120,_
36197,Tobias,5*,wind,blade,4496,A_Dogs_Day,Castle_Cheer_Corps,Freyja,Agito1,Bow,Blade,Dagger2,Summer_Luca,Summer_Cleo,<buff all team>,c5fs, no s2, s!cleo ss after s1,attack:5767,force_strike:277,team_buff:30152
5806,_c_Tobias,5*,wind,blade,4496,A_Dogs_Day,Castle_Cheer_Corps,Freyja,Agito1,Bow,Blade,Dagger2,Summer_Luca,Summer_Cleo,!<buff all team>,c5fs, no s2, s!cleo ss after s1,attack:5564,force_strike:240
-,120,affliction
38011,Tobias,5*,wind,blade,4496,A_Dogs_Day,Castle_Cheer_Corps,Freyja,Agito1,Bow,Blade,Dagger2,Summer_Luca,Summer_Cleo,<buff all team>,c5fs, no s2, s!cleo ss after s1,attack:7497,force_strike:360,team_buff:30152
7547,_c_Tobias,5*,wind,blade,4496,A_Dogs_Day,Castle_Cheer_Corps,Freyja,Agito1,Bow,Blade,Dagger2,Summer_Luca,Summer_Cleo,!<buff all team>,c5fs, no s2, s!cleo ss after s1,attack:7234,force_strike:313
-,180,_
37587,Tobias,5*,wind,blade,4496,A_Dogs_Day,Castle_Cheer_Corps,Freyja,Agito1,Bow,Blade,Dagger2,Summer_Luca,Summer_Cleo,<buff all team>,c5fs, no s2, s!cleo ss after s1,attack:5900,force_strike:273,team_buff:31413
5958,_c_Tobias,5*,wind,blade,4496,A_Dogs_Day,Castle_Cheer_Corps,Freyja,Agito1,Bow,Blade,Dagger2,Summer_Luca,Summer_Cleo,!<buff all team>,c5fs, no s2, s!cleo ss after s1,attack:5718,force_strike:240
-,180,affliction
39439,Tobias,5*,wind,blade,4496,A_Dogs_Day,Castle_Cheer_Corps,Freyja,Agito1,Bow,Blade,Dagger2,Summer_Luca,Summer_Cleo,<buff all team>,c5fs, no s2, s!cleo ss after s1,attack:7670,force_strike:355,team_buff:31413
7746,_c_Tobias,5*,wind,blade,4496,A_Dogs_Day,Castle_Cheer_Corps,Freyja,Agito1,Bow,Blade,Dagger2,Summer_Luca,Summer_Cleo,!<buff all team>,c5fs, no s2, s!cleo ss after s1,attack:7433,force_strike:312
