-,60,_
12407,Halloween_Lowen,4*,flame,staff,4127,From_Whence_He_Comes,The_Bridal_Dragon,PopStar_Siren,Agito2,Tobias,Euden,Yuya,Patia,Summer_Cleo,<hp60 & buff all team & hp=66.6%>,hlowen dps <= burn DoT; 10.00s team doublebuff interval,attack:1227,force_strike:56,team_buff:9463,team_energy:997,dx:662
11557,_c_Halloween_Lowen,4*,flame,staff,3931,From_Whence_He_Comes,The_Bridal_Dragon,PopStar_Siren,Agito2,Tobias,Euden,Yuya,Patia,Summer_Cleo,!<hp60 & buff all team & hp=66.6%>,hlowen dps <= burn DoT; 10.00s team doublebuff interval,attack:1183,force_strike:54,team_buff:8685,team_energy:997,dx:636
-,60,affliction
12407,Halloween_Lowen,4*,flame,staff,4127,From_Whence_He_Comes,The_Bridal_Dragon,PopStar_Siren,Agito2,Tobias,Euden,Yuya,Patia,Summer_Cleo,<hp60 & buff all team & hp=66.6%>,hlowen dps <= burn DoT; 10.00s team doublebuff interval,attack:1227,force_strike:56,team_buff:9463,team_energy:997,dx:662
11557,_c_Halloween_Lowen,4*,flame,staff,3931,From_Whence_He_Comes,The_Bridal_Dragon,PopStar_Siren,Agito2,Tobias,Euden,Yuya,Patia,Summer_Cleo,!<hp60 & buff all team & hp=66.6%>,hlowen dps <= burn DoT; 10.00s team doublebuff interval,attack:1183,force_strike:54,team_buff:8685,team_energy:997,dx:636
-,120,_
10448,Halloween_Lowen,4*,flame,staff,4127,From_Whence_He_Comes,The_Bridal_Dragon,PopStar_Siren,Agito2,Tobias,Euden,Yuya,Patia,Summer_Cleo,<hp60 & buff all team & hp=76.9%>,hlowen dps <= burn DoT; 15.00s team doublebuff interval,attack:1526,force_strike:27,team_buff:8024,team_energy:493,dx:375
9641,_c_Halloween_Lowen,4*,flame,staff,3931,From_Whence_He_Comes,The_Bridal_Dragon,PopStar_Siren,Agito2,Tobias,Euden,Yuya,Patia,Summer_Cleo,!<hp60 & buff all team & hp=76.9%>,hlowen dps <= burn DoT; 15.00s team doublebuff interval,attack:1465,force_strike:26,team_buff:7291,team_energy:493,dx:362
-,120,affliction
10448,Halloween_Lowen,4*,flame,staff,4127,From_Whence_He_Comes,The_Bridal_Dragon,PopStar_Siren,Agito2,Tobias,Euden,Yuya,Patia,Summer_Cleo,<hp60 & buff all team & hp=76.9%>,hlowen dps <= burn DoT; 15.00s team doublebuff interval,attack:1526,force_strike:27,team_buff:8024,team_energy:493,dx:375
9641,_c_Halloween_Lowen,4*,flame,staff,3931,From_Whence_He_Comes,The_Bridal_Dragon,PopStar_Siren,Agito2,Tobias,Euden,Yuya,Patia,Summer_Cleo,!<hp60 & buff all team & hp=76.9%>,hlowen dps <= burn DoT; 15.00s team doublebuff interval,attack:1465,force_strike:26,team_buff:7291,team_energy:493,dx:362
-,180,_
10013,Halloween_Lowen,4*,flame,staff,4127,From_Whence_He_Comes,The_Bridal_Dragon,PopStar_Siren,Agito2,Tobias,Euden,Yuya,Patia,Summer_Cleo,<hp60 & buff all team & hp=92.3%>,hlowen dps <= burn DoT; 16.36s team doublebuff interval,attack:1546,force_strike:18,team_buff:7631,team_energy:498,dx:317
8902,_c_Halloween_Lowen,4*,flame,staff,3931,From_Whence_He_Comes,The_Bridal_Dragon,PopStar_Siren,Agito2,Tobias,Euden,Yuya,Patia,Summer_Cleo,!<hp60 & buff all team & hp=92.3%>,hlowen dps <= burn DoT; 16.36s team doublebuff interval,attack:1484,force_strike:17,team_buff:6596,team_energy:498,dx:304
-,180,affliction
10013,Halloween_Lowen,4*,flame,staff,4127,From_Whence_He_Comes,The_Bridal_Dragon,PopStar_Siren,Agito2,Tobias,Euden,Yuya,Patia,Summer_Cleo,<hp60 & buff all team & hp=92.3%>,hlowen dps <= burn DoT; 16.36s team doublebuff interval,attack:1546,force_strike:18,team_buff:7631,team_energy:498,dx:317
8902,_c_Halloween_Lowen,4*,flame,staff,3931,From_Whence_He_Comes,The_Bridal_Dragon,PopStar_Siren,Agito2,Tobias,Euden,Yuya,Patia,Summer_Cleo,!<hp60 & buff all team & hp=92.3%>,hlowen dps <= burn DoT; 16.36s team doublebuff interval,attack:1484,force_strike:17,team_buff:6596,team_energy:498,dx:304
