6823,Aeleen,4*,wind,lance,3707,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70>,,attack:1468,force_strike:309,skill_1:3650,skill_2:0,skill_3:1394,team_buff:0
5264,_c_Aeleen,4*,wind,lance,3707,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],!<hp70>,,attack:1422,force_strike:223,skill_1:2614,skill_2:0,skill_3:1004,team_buff:0
11369,Alain,3*,flame,lance,3985,[Resounding_Rendition+Elegant_Escort][Konohana_Sakuya][Agito],<hp70 & 0 burn res>,70% burn uptime,attack:2268,force_strike:427,skill_1:5027,skill_2:2600,skill_3:0,team_buff:0,s1_burn:1045
7365,_c_Alain,3*,flame,lance,3985,[Resounding_Rendition+Elegant_Escort][Konohana_Sakuya][Agito],!<hp70 & 0 burn res>,,attack:2008,force_strike:250,skill_1:3341,skill_2:1764,skill_3:0,team_buff:0
12004,Albert,5*,light,sword,3772,[The_Shining_Overlord+Sisters_Day_Out][Corsaint_Phoenix][HDT2],<big hitbox & 0 paralysis res>,47% paralysis uptime,attack:1582,force_strike:1467,skill_1:2975,skill_2:0,skill_3:1159,team_buff:0,fs_alt:725,s1_s2boost:2271,s1_hit2:163,s1_hit3:163,s1_hit4:163,s1_hit5:163,s1_hit6:163,fs_paralysis:1005
9170,_c_Albert,5*,light,sword,3772,[The_Shining_Overlord+Sisters_Day_Out][Corsaint_Phoenix][HDT2],!<big hitbox & 0 paralysis res>,,attack:1334,force_strike:1315,skill_1:2631,skill_2:0,skill_3:882,team_buff:0,fs_alt:594,s1_s2boost:1984,s1_hit2:142,s1_hit3:142,s1_hit4:142
10033,Alex,4*,shadow,dagger,3580,[Twinfold_Bonds+The_Plaguebringer][Fatalis][HDT2],<hp100 & hit15 & 0 poison res>,not consider bk boost of her s2; 77% poison uptime,attack:2369,force_strike:329,skill_1:3298,skill_2:1508,skill_3:1514,team_buff:390,s1_poison:622
6386,_c_Alex,4*,shadow,dagger,3580,[Twinfold_Bonds+The_Plaguebringer][Fatalis][HDT2],!<hp100 & hit15 & 0 poison res>,not consider bk boost of her s2,attack:1975,force_strike:275,skill_1:2015,skill_2:830,skill_3:926,team_buff:363
9050,Alfonse,5*,light,sword,3738,[The_Shining_Overlord+Jewels_of_the_Sun][Cupid][HDT2],<last offense & hp70>,,attack:2300,force_strike:955,skill_1:2871,skill_2:1610,skill_3:1312,team_buff:0
7655,_c_Alfonse,5*,light,sword,3726,[The_Shining_Overlord+Beautiful_Nothingness][Cupid][HDT2],!<last offense & hp70>,,attack:2144,force_strike:977,skill_1:2110,skill_2:1397,skill_3:1025,team_buff:0
11741,Althemia,3*,shadow,wand,3646,[Candy_Couriers+Primal_Crisis][Fatalis][HDT2],<hp100 & hit15>,,attack:3221,force_strike:0,skill_1:4654,skill_2:2093,skill_3:1772,team_buff:0
7761,_c_Althemia,3*,shadow,wand,3646,[Candy_Couriers+Primal_Crisis][Fatalis][HDT2],!<hp100 & hit15>,,attack:2649,force_strike:0,skill_1:2729,skill_2:1227,skill_3:1155,team_buff:0
10155,Amane,4*,light,wand,3817,[Candy_Couriers+Primal_Crisis][Daikokuten][HDT2],<hit15>,,attack:3599,force_strike:0,skill_1:5122,skill_2:0,skill_3:1433,team_buff:0
6603,_c_Amane,4*,light,wand,3817,[Candy_Couriers+Primal_Crisis][Daikokuten][HDT2],!<hit15>,,attack:2506,force_strike:0,skill_1:3050,skill_2:0,skill_3:1046,team_buff:0
8345,Annelie,5*,light,lance,6512,[Resounding_Rendition+Beautiful_Nothingness][Cupid][HDT2],<hp70>,1121,attack:2080,force_strike:315,skill_1:3493,skill_2:798,skill_3:1434,team_buff:0,team_energy:222
6486,_c_Annelie,5*,light,lance,6129,[Resounding_Rendition+Beautiful_Nothingness][Cupid][HDT2],!<hp70>,1121,attack:1865,force_strike:282,skill_1:2539,skill_2:564,skill_3:1013,team_buff:0,team_energy:222
